divesite,country,region,location,X,Y
Barracuda,Mexico,Yucatan,Playa del Carmen,-87.11141109,20.58030268
La Jardinera de la Esperanza,Mexico,Yucatan,Cancun,-86.78153694,21.02827021
Exectamente,Mexico,Yucatan,Cozumel Isalnd,-87.02154636,20.4111465
San Clemente reef,Mexico,Yucatan,Cozumel Isalnd,-87.02628851,20.38170201
Blue Ha Reef,Mexico,Yucatan,Mahahual,-87.70531654,18.70543977
Playa Corona,Mexico,Yucatan,Cozumel Isalnd,-87.0029211,20.43543799
La Francesa,Mexico,Yucatan,Cozumel Isalnd,-87.02768333,20.35034167
Pelicano Wreck,Mexico,Yucatan,Playa del Carmen,-87.2367239,20.48230086
Xpu-Ha Canyon,Mexico,Yucatan,Playa del Carmen,-87.24861145,20.46903355
Sieto Cocos,Mexico,Yucatan,Xcalak,-87.80187607,18.34206106
La Chiminea,Mexico,Yucatan,Xcalak,-87.82861233,18.23175625
Barracuda Point,Mexico,Yucatan,Cozumel Isalnd,-86.93723917,20.54273303
Las Esponjas,Mexico,Yucatan,Akumal,-87.30541667,20.39211111
Halfmoon Bay,Mexico,Yucatan,Akumal,-87.30225,20.40002778
Las Gorgonians,Mexico,Yucatan,Akumal,-87.27730556,20.43625
Yool Caanal,Mexico,Yucatan,Akumal,-87.30211111,20.40313889
Grouper Reef,Mexico,Yucatan,Akumal,-87.31002778,20.38486111
Leon,Mexico,Yucatan,Akumal,-87.3059,20.39591667
Herradura,Mexico,Yucatan,Akumal,-87.30866667,20.3883
Motorcycle Reef,Mexico,Yucatan,Akumal,-87.30744444,20.39377778
La Inglacia,Mexico,Yucatan,Akumal,-87.31997222,20.37427778
Yal Ku North,Mexico,Yucatan,Akumal,-87.30172222,20.40558333
Yal Ku Chicu,Mexico,Yucatan,Akumal,-87.29527778,20.41494444
Pared Verde,Mexico,Yucatan,Playa del Carmen,-87.05085754,20.6412985
Sitio de los tiburones toro,Mexico,Yucatan,Playa del Carmen,-87.05911875,20.62744252
Punta Gonzalez,Mexico,Yucatan,Banco Chinchorro,-87.4417305,18.51330739
Kai Ha,Mexico,Yucatan,Banco Chinchorro,-87.42404938,18.56782929
Punta Isabel,Mexico,Yucatan,Banco Chinchorro,-87.42250443,18.60647232
SS Far Star,Mexico,Yucatan,Banco Chinchorro,-87.39151955,18.39272799
Ginger Scout,Mexico,Yucatan,Banco Chinchorro,-87.22904205,18.66161496
Cueva de Pargo,Mexico,Yucatan,Playa del Carmen,-87.01309204,20.62250226
Cenote Azul,Mexico,Yucatan,Playa del Carmen,-87.25206614,20.4882959
Tortuga Reef,Mexico,Yucatan,Akumal,-87.31240511,20.3923421
XCaret - Snorkeling Lagoon,Mexico,Yucatan,Playa del Carmen,-87.11816667,20.578375
El Meco,Mexico,Yucatan,Cancun,-86.79532886,21.21700056
Sleepy Shark Caves,Mexico,Yucatan,Cancun,-86.75472021,21.2831163
Coco Beach,Mexico,Yucatan,Playa del Carmen,-87.07877398,20.61027141
Neto s,Mexico,Yucatan,Puerto Morelos,-86.87671781,20.83173
Rodman,Mexico,Yucatan,Puerto Morelos,-86.84852779,20.88277626
Esquela,Mexico,Yucatan,Playa del Carmen,-87.21972942,20.49630066
Tarpon Hole,Mexico,Yucatan,Xcalak,-87.825066,18.260878
Cenote Taj Mahal,Mexico,Yucatan,Playa del Carmen,-87.27719307,20.48338632
Punta Tunich,Mexico,Yucatan,Cozumel Isalnd,-87.02551944,20.39280833
Cordona Reef,Mexico,Yucatan,Cozumel Isalnd,-87.02423889,20.38436667
Mamitas,Mexico,Yucatan,Playa del Carmen,-87.06324399,20.62616229
La Pared,Mexico,Yucatan,Puerto Morelos,-86.87637448,20.82437968
Cozumel plane wreck,Mexico,Yucatan,Cozumel Isalnd,-86.97370112,20.47995906
Chac Mool Cenote,Mexico,Yucatan,Playa del Carmen,-87.2469002,20.5128465
Rio Bermejo,Mexico,Yucatan,Mahahual,-87.71078825,18.68424022
Jardin,Mexico,Yucatan,Mahahual,-87.70428658,18.71102885
Faro Nuevo,Mexico,Yucatan,Mahahual,-87.69570351,18.72442158
Escalones,Mexico,Yucatan,Mahahual,-87.69857883,18.72210485
Yucab Reef,Mexico,Yucatan,Cozumel Isalnd,-87.02119231,20.40550542
Sleeping Sharks Cave,Mexico,Yucatan,Cancun,-86.75597548,21.28740999
Ultrafreeze Wreck,Mexico,Yucatan,Cancun,-86.68384552,21.1644028
La Boya de los Locos,Mexico,Yucatan,Cancun,-86.769924,21.036089
C-58 Wreck,Mexico,Yucatan,Cancun,-86.72525556,21.11840833
San Toribio,Mexico,Yucatan,Cancun,-86.72133056,21.12281389
Aristos,Mexico,Yucatan,Cancun,-86.74150556,21.12099722
Cuevas de Afuera,Mexico,Yucatan,Cancun,-86.71551667,21.12833889
Punta Negra,Mexico,Yucatan,Cancun,-86.73103889,21.12787222
Grampin,Mexico,Yucatan,Cancun,-86.73663611,21.14077222
Chitales,Mexico,Yucatan,Cancun,-86.73555833,21.16577222
El Tunel,Mexico,Yucatan,Cancun,-86.72708611,21.14665
Santo Remedio,Mexico,Yucatan,Cancun,-86.73025556,21.16817222
Bandera,Mexico,Yucatan,Cancun,-86.7248,21.18734167
Manchones reef,Mexico,Yucatan,Cancun,-86.71666667,21.20243056
Herradura,Mexico,Yucatan,Cancun,-86.743525,21.11021944
Chun-zumbul,Mexico,Yucatan,Playa del Carmen,-86.97807312,20.64563576
Jardines,Mexico,Yucatan,Playa del Carmen,-87.01892853,20.6240446
Chikin Ha Cenote,Mexico,Yucatan,Playa del Carmen,-87.26028979,20.49925522
Las Palmas Shallows,Mexico,Yucatan,Cozumel Isalnd,-86.99053611,20.45803333
Angelita Cenote,Mexico,Yucatan,Tulum,-87.57796526,20.13756375
Chankanaab Bolones,Mexico,Yucatan,Cozumel Isalnd,-87.01146126,20.43626238
San Francisco,Mexico,Yucatan,Cozumel Isalnd,-87.02676058,20.37072928
Cenote PonDeRosa,Mexico,Yucatan,Playa del Carmen,-87.25824594,20.49173805
Gran Cenote,Mexico,Yucatan,Tulum,-87.46404111,20.24647494
Cenote Carwash,Mexico,Yucatan,Tulum,-87.48621225,20.27413365
Punta Sur - Devil s Throat,Mexico,Yucatan,Cozumel Isalnd,-87.02047348,20.29617254
Palancar Horseshoe,Mexico,Yucatan,Cozumel Isalnd,-87.03266144,20.32659917
Columbia Deep,Mexico,Yucatan,Cozumel Isalnd,-87.02528,20.31222
Paso del Cedral,Mexico,Yucatan,Cozumel Isalnd,-87.02827222,20.35428889
Villa Blanca,Mexico,Yucatan,Cozumel Isalnd,-86.95430556,20.51605833
Punta Dalila,Mexico,Yucatan,Cozumel Isalnd,-87.02290278,20.34538889
Tortugas Reef,Mexico,Yucatan,Playa del Carmen,-87.10850358,20.58226127
Palancar Deep,Mexico,Yucatan,Cozumel Isalnd,-87.0306015,20.33384273
Paraiso Bajo,Mexico,Yucatan,Cozumel Isalnd,-86.98146343,20.47188813
Santa Rosa Wall,Mexico,Yucatan,Cozumel Isalnd,-87.02735066,20.36551923
Cenote Dos Ojos,Mexico,Yucatan,Tulum,-87.39111667,20.32475
Columbia Reef,Mexico,Yucatan,Cozumel Isalnd,-87.01686859,20.31645763
Punta Sur,Mexico,Yucatan,Cozumel Isalnd,-87.01867104,20.30188805
Tormentos Reef,Mexico,Yucatan,Cozumel Isalnd,-87.00465,20.44075
C-53 Xicotencatl,Mexico,Yucatan,Cozumel Isalnd,-87.00053333,20.4452
Pargo Via,Mexico,Baja California,Isla Cerralvo,-109.79395,24.14331667
La Punta,Mexico,Baja California,,-112.3100138,26.06927352
Isla Coronadito,Mexico,Baja California,,-113.5269255,29.09842841
Punta Arenas,Mexico,Baja California,Isla Cerralvo,-109.8262507,24.04485716
La Reina,Mexico,Baja California,Isla Cerralvo,-109.9492836,24.44496178
Punta Sur  BCS,Mexico,Baja California,Isla Cerralvo,-109.8009843,24.13742821
Punta Pericos,Mexico,Baja California,Isla Cerralvo,-109.8059571,24.01509271
La Reinita,Mexico,Baja California,Isla Cerralvo,-109.9400514,24.32505651
Roca MontaÌ±a,Mexico,Baja California,Isla Cerralvo,-109.7935102,24.12519685
Fang Ming,Mexico,Baja California,La Paz   Isla Partida,-110.3813889,24.44472222
Los Islotes,Mexico,Baja California,La Paz   Isla Partida,-110.3961182,24.59333406
Sand Falls,Mexico,Baja California,Cabo San Lucas,-109.8989949,22.8784932
Coronados Reef,Mexico,Baja California,Coronados Islands,-117.2073,32.37758333
Middle Coronado Island,Mexico,Baja California,Coronados Islands,-117.2590833,32.418
Puerto Cueva,Mexico,Baja California,Coronados Islands,-117.2417333,32.4137
South Coronado Island,Mexico,Baja California,Coronados Islands,-117.23915,32.38991667
Middle Rock,Mexico,Baja California,Coronados Islands,-117.2619,32.42266667
North Coronado,Mexico,Baja California,Coronados Islands,-117.2966667,32.44208333
North Coronado Island Passage,Mexico,Baja California,Coronados Islands,-117.2947,32.43608333
San Jerinimo Island,Mexico,Baja California,,-115.78885,29.78595
San Martin Island,Mexico,Baja California,,-116.0989333,30.48263333
Rosario,Mexico,Baja California,,-115.7975,29.78083333
Isla De San Francisquito,Mexico,Baja California,,-110.5719638,24.81920491
Outer Pulmo Coral Reef,Mexico,Baja California,Cabo Pulmo,-109.4199657,23.42804762
El Bajo de los Meros,Mexico,Baja California,Cabo Pulmo,-109.4140434,23.44592375
El Vencedor,Mexico,Baja California,Cabo Pulmo,-109.4180775,23.44710491
El Islote,Mexico,Baja California,Cabo Pulmo,-109.4144726,23.40670334
Sea Lion Colony,Mexico,Baja California,Cabo Pulmo,-109.4145584,23.38204681
Las Casitas,Mexico,Baja California,Cabo Pulmo,-109.4137859,23.40292245
North Wall,Mexico,Baja California,Cabo San Lucas,-109.8995769,22.87904181
Neptunes Finger,Mexico,Baja California,Cabo San Lucas,-109.8953497,22.8773515
Anegada Rock,Mexico,Baja California,Cabo San Lucas,-109.8986328,22.878854
The Point,Mexico,Baja California,Cabo San Lucas,-109.8926353,22.8760368
Ixtapa Lagoon,Mexico,Capital Region,Ixtapa   Zihuatanejo,-101.6119222,17.65267222
Torrecillas,Mexico,Capital Region,Ixtapa   Zihuatanejo,-101.6322899,17.64524892
Las Estacas,Mexico,Central Highlands,,-99.11263347,18.7312625
La media Luna,Mexico,Central Highlands,,-100.0279909,21.86062249
Bird Rock Kelp Forest,United States,San Diego,La Jolla,117.2818941,32.80753551
Johnsons Lee,United States,Santa Barbara,Santa Rosa Island,-120.1061732,33.90007851
Sandy Point,United States,Santa Barbara,Santa Rosa Island,-120.2474423,34.00359283
Cuyler Harbor,United States,Santa Barbara,San Miguel Island,-120.3493154,34.05194465
Tyler Bight,United States,Santa Barbara,San Miguel Island,-120.4116196,34.03083235
Folsom Lake,United States,California,,-121.1423833,38.74468939
Jing‰Ûªs Finding 1,United States,California,Orange County,-117.8559775,33.57474736
Little Corona Beach,United States,California,Orange County,-117.8692192,33.58950784
The Needle,United States,California,Monterrey,-121.9489167,36.52631667
Fire Rock,United States,California,Monterrey,-121.95017,36.559119
Cathedral,United States,Santa Barbara,Anacapa Island,-119.4369006,34.01412535
Jenny Lynne,United States,LA County,Redondo   Palos Verdes,-118.3968,33.733
Radio Tower,United States,California,LA County,-118.2920265,33.69885073
Flat Rock,United States,LA County,Redondo   Palos Verdes,-118.4100652,33.79705214
Jade Cove,United States,California,Monterrey,-121.4704417,35.91396667
Landing Craft LCM3,United States,LA County,Redondo   Palos Verdes,-118.4055167,33.80936667
Honeymoon cove,United States,LA County,Redondo   Palos Verdes,-118.4220144,33.76548274
North T-Pier,United States,California,San Luis Obispo,-120.8582072,35.3707304
Littlerock Dam Reservoir,United States,California,LA County,-118.0234194,34.48170909
June Lake,United States,California,,-119.0662028,37.79018889
Mill Creek,United States,California,Monterrey,-121.4924705,35.9835192
Spooners Cove,United States,California,San Luis Obispo,-120.8888769,35.27458138
New Hope Rock,United States,California,San Diego,-117.2663889,32.68602778
Buchon Reef,United States,California,San Luis Obispo,-120.90575,35.24183333
Mission Bay Jetty South,United States,California,,-117.2428805,32.75867331
Mission Bay Jetty North,United States,California,,-117.2470808,32.75982819
Winfield Scott Wreck,United States,California,LA County,-119.3875,34.0095
Redondo Beach Artificial Reef,United States,LA County,Redondo   Palos Verdes,-118.4102778,33.83833333
UB88,United States,California,LA County,-118.23465,33.60353333
Ballbuster,United States,California,Monterrey,-121.9456673,36.68346013
Navarro Beach,United States,California,Sonoma,-123.761673,39.19012322
Stornetta Cove,United States,California,Sonoma,-123.7302589,38.93199064
Arena Cove,United States,California,Sonoma,-123.711108,38.91472815
Horseshoe Cove,United States,California,Sonoma,-123.0703712,38.31644076
Doran Beach,United States,California,Sonoma,-123.0529878,38.30676305
Hawthorne Reef,United States,LA County,Redondo   Palos Verdes,-118.4205667,33.7469
Yellow Banks,United States,Santa Barbara,Santa Cruz Island,-119.5467424,34.00339956
S S  Avalon Wreck,United States,LA County,Redondo   Palos Verdes,-118.4280333,33.78855
Haggerty s Crane,United States,LA County,Redondo   Palos Verdes,-118.4089,33.80501667
Star of Scotland,United States,California,LA County,-118.5204005,33.99688872
Carlsbad Artificial Reef  1,United States,California,San Diego,-117.3191667,33.08333333
La jolla Kelp Beds,United States,San Diego,La Jolla,-117.276907,32.85298501
Children s Pool,United States,San Diego,La Jolla,-117.2774434,32.84750499
Hidden Beach,United States,California,Monterrey,-121.8974036,36.61203341
Eric s Pinnacle,United States,California,Monterrey,-121.9447222,36.64555556
Net Reef,United States,Santa Barbara,Anacapa Island,-119.433639,34.01769142
Breakwater,United States,California,Monterrey,-121.8931818,36.60996436
Rubicon Point,United States,California,El Dorado County,-120.0936019,38.9961278
Emerald bay,United States,California,El Dorado County,-120.090732,38.95367716
Palawan,United States,LA County,Redondo   Palos Verdes,-118.4162833,33.81968333
Abalone Cove,United States,LA County,Redondo   Palos Verdes,-118.3793167,33.74163333
Bird Rock,United States,California,Orange County,-117.7889667,33.54143333
Laguna Beach,United States,California,Orange County,-117.7859667,33.54213333
Monument Point,United States,California,Orange County,-117.792,33.54265
Rock Pile,United States,California,Orange County,-117.791,33.54298333
Picnic Beach,United States,California,Orange County,-117.7929667,33.54353333
Hurst Shoal,United States,California,San Francisco,-122.9951,37.68993333
Southeast Farallon ,United States,California,San Francisco,-122.9988833,37.698
Middle Farallon,United States,California,San Francisco,-123.0322667,37.7292
Maintop Island,United States,California,San Francisco,-123.0080333,37.70051667
Isle of Saint James,United States,California,San Francisco,-123.0983833,37.76605
Noonday Rock,United States,California,San Francisco,-123.1655667,37.79326667
Fanny Shoal,United States,California,San Francisco,-123.1811167,37.79218333
Cordell Bank,United States,California,San Francisco,-123.41765,38.03125
Point Loma,United States,California,San Diego,-117.2479667,32.66708333
Jewfish Point,United States,LA County,Catalina Island,-118.3032667,33.32033333
The Palisades,United States,LA County,Catalina Island,-118.37385,33.31865
Paradise Cove,United States,LA County,Catalina Island,-118.42535,33.42801667
Fourth of July Cove,United States,LA County,Catalina Island,-118.4997167,33.44775
Little Geiger Cove,United States,LA County,Catalina Island,-118.5155167,33.4574
Cypress Point,United States,California,Monterrey,-121.9772,36.57805
Castle Lake,United States,California,Siskiyou County,-122.3813833,41.22981667
Eagle Reef,United States,LA County,Catalina Island,-118.50755,33.46058333
East  End ,United States,LA County,San Nicolas Island,-119.4316,33.22203333
San Clemente North,United States,LA County,San Clemente Island,-118.5999833,33.03735
Forney Cove,United States,Santa Barbara,Santa Cruz Island,-119.9172667,34.05675
Bowen Point,United States,Santa Barbara,Santa Cruz Island,-119.72375,33.95955
Gull Island,United States,Santa Barbara,Santa Cruz Island,-119.8231667,33.94933333
Punta Arena,United States,Santa Barbara,Santa Cruz Island,-119.82355,33.96275
Morse Point,United States,Santa Barbara,Santa Cruz Island,-119.8437667,33.96791667
Kinton Point,United States,LA County,San Nicolas Island,-119.8857833,34.01111667
Black Point,United States,Santa Barbara,Santa Cruz Island,-119.8857333,34.03723333
Castle Rock,United States,LA County,San Clemente Island,-118.6129167,33.03413333
Eel Point Reef,United States,LA County,San Clemente Island,-118.55505,32.91986667
Eel Point,United States,LA County,San Clemente Island,-118.54345,32.91718333
Seal Cove,United States,LA County,San Clemente Island,-118.5343,32.90671667
Cove Point,United States,LA County,San Clemente Island,-118.43625,32.8161
Bishop Rock,United States,LA County,San Clemente Island,-119.1297167,32.44581667
Dockweiler Beach State Park,United States,California,LA County,-118.4351667,33.92603333
Cleo Street Barge,United States,California,Orange County,-117.7845955,33.53661667
San Juan Rocks,United States,California,Orange County,-117.7166833,33.45918333
Oil Rigs Elly-Ellen,United States,California,LA County,-118.1294167,33.58353333
Oil Rig Eureka,United States,California,LA County,-118.1158167,33.56405
Oil Rig Edith,United States,California,LA County,-118.1416333,33.59603333
Doctors Cove,United States,LA County,Catalina Island,-118.5313,33.471
Ford Point,United States,Santa Barbara,Santa Rosa Island,-120.04475,33.91616667
Bee Rock,United States,Santa Barbara,Santa Rosa Island,-120.21305,33.94835
South Point,United States,Santa Barbara,Santa Rosa Island,-120.10715,33.89581667
Pinnacles,United States,Santa Barbara,Santa Rosa Island,-119.9755,33.9216
Valiant Wreck,United States,LA County,Catalina Island,-118.3253333,33.351
